SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,TELEPULES_SORSZAM,TELEPULES,SZAVKORCIM,AKADALYMENTES,ATJELENTKEZOK
14-034-018,14,PEST,05,034,Dunakeszi,Óvoda köz  (Alagi Óvoda),Nem,Nem
14-034-019,14,PEST,05,034,Dunakeszi,Posta u. 5. (Posta utcai Ált. Isk.),Igen,Nem
14-034-020,14,PEST,05,034,Dunakeszi,Muskátli u. 2. (Dunakeszi Alsó Könyvtár),Nem,Nem
14-034-021,14,PEST,05,034,Dunakeszi,Muskátli u. 2. (Dunakeszi Alsó Orvosi Rendelõ),Nem,Nem
14-034-022,14,PEST,05,034,Dunakeszi,Fóti út 41. (Kinizsi Sportklub),Nem,Nem
14-034-023,14,PEST,05,034,Dunakeszi,Repülõtéri utca 3/A  (Szent István Ált. Isk.),Igen,Nem
14-034-024,14,PEST,05,034,Dunakeszi,Repülõtéri utca 3/A (Szent István Ált. Isk.),Igen,Nem
14-034-025,14,PEST,05,034,Dunakeszi,Széchenyi utca 68. (Frédikevill - Orvosi rendelõ),Igen,Nem
14-034-026,14,PEST,05,034,Dunakeszi,Széchenyi utca 68. (Frédikevill - Orvosi rendelõ),Igen,Nem
14-034-027,14,PEST,05,034,Dunakeszi,Károlyi u. 23. (Széchenyi István Ált. Isk.),Igen,Nem
14-034-028,14,PEST,05,034,Dunakeszi,Károlyi u. 23. (Széchenyi István Ált. Isk.),Igen,Nem
14-034-029,14,PEST,05,034,Dunakeszi,Károlyi u. 23. (Széchenyi István Ált. Isk.),Igen,Nem
14-034-030,14,PEST,05,034,Dunakeszi,Radnóti u. 24. (Fazekas Mihály Ált. Isk.),Igen,Nem
14-035-001,14,PEST,08,035,Dunavarsány,Halász Lné. utca 3. (Zeneiskola),Nem,Nem
14-035-002,14,PEST,08,035,Dunavarsány,Petõfi tér 1. (Mûvelõdési Ház),Igen,Igen
14-035-003,14,PEST,08,035,Dunavarsány,Habitat utca 10-12. (Közösségi Ház),Igen,Nem
14-035-004,14,PEST,08,035,Dunavarsány,Árpád utca 12. (Általános Iskola),Igen,Nem
14-035-005,14,PEST,08,035,Dunavarsány,Béke utca 16. (Petõfi Klub),Igen,Nem
14-035-006,14,PEST,08,035,Dunavarsány,Árpád utca 13. (Gyermekjóléti Szolgálat),Igen,Nem
14-036-001,14,PEST,07,036,Ecser,Andrássy u. 11-13. (Andrássy utcai Óvoda),Igen,Nem
14-036-002,14,PEST,07,036,Ecser,Rákóczi u. 1-3. (Laky Ilonka Ált. Isk.),Igen,Nem
14-036-003,14,PEST,07,036,Ecser,Bajcsy-Zs. u. 3. (Rábai Miklós Mûv. Ház),Igen,Igen
14-036-004,14,PEST,07,036,Ecser,Rákóczi u. 1-3. (Laky Ilonka Ált. Isk.),Igen,Nem
14-037-001,14,PEST,05,037,Erdõkertes,Fõ út 112. (Faluház),Igen,Igen
14-037-002,14,PEST,05,037,Erdõkertes,Fõ út 112 (Faluház),Igen,Nem
14-037-003,14,PEST,05,037,Erdõkertes,Rákóczi u. 9-11. (Óvoda),Igen,Nem
14-037-004,14,PEST,05,037,Erdõkertes,Fõ út 112. (Faluház),Igen,Nem
14-037-005,14,PEST,05,037,Erdõkertes,Fõ út 232. (Ifjúsági központ),Igen,Nem
14-037-006,14,PEST,05,037,Erdõkertes,Rákóczi u. 9-11. (Óvoda),Igen,Nem
14-038-001,14,PEST,01,038,Érd,Fõ u. 42. (Pedagógiai Szakszolgálat),Igen,Nem
14-038-002,14,PEST,01,038,Érd,Fõ u. 42. (Pedagógiai Szakszolgálat),Igen,Nem
14-038-003,14,PEST,01,038,Érd,Erzsébet utca 24-32. (Érdi Bolyai János Ált. Isk.),Nem,Nem
14-038-004,14,PEST,01,038,Érd,Erzsébet utca 24-32. (Érdi Bolyai János Ált. Isk.),Nem,Nem
14-038-005,14,PEST,01,038,Érd,Felsõ u. 39-41. (Dr. Romics László Eü. Intézmény),Igen,Igen
14-038-006,14,PEST,01,038,Érd,Ercsi út 8. (ÉSZC Kós Károly Szakgimnáziuma),Nem,Nem
14-038-007,14,PEST,01,038,Érd,Fácán köz 33. (Fácán Tagóvoda),Igen,Nem
14-038-008,14,PEST,01,038,Érd,Fácán köz 33. (Fácán Tagóvoda),Igen,Nem
14-038-009,14,PEST,01,038,Érd,Holló tér 1. (Érdi Móra Ferenc Általános Iskola),Igen,Nem
14-038-010,14,PEST,01,038,Érd,Holló tér 1. (Érdi Móra Ferenc Általános Iskola(,Igen,Nem
14-038-011,14,PEST,01,038,Érd,Holló tér 1. (Érdi Móra Ferenc Általános Iskola),Igen,Nem
14-038-012,14,PEST,01,038,Érd,Gárdonyi 1/b. (Érdi Gárdonyi G. Ált.Isk. és Gimn.),Igen,Nem
14-038-013,14,PEST,01,038,Érd,Hivatalnok u. 14. (Csuka Zoltán Városi Könyvtár),Nem,Nem
14-038-014,14,PEST,01,038,Érd,Gárdonyi 1/b. (Gárdonyi G. Ált. Isk. és Gimn.),Igen,Nem
14-038-015,14,PEST,01,038,Érd,Széchenyi tér 1. (Érdi Vörösmarty Mihály Gimn.),Nem,Nem
14-038-016,14,PEST,01,038,Érd,Gyula utca 33-37. (Meseház Tagóvoda),Igen,Nem
14-038-017,14,PEST,01,038,Érd,Alsó u. 9. (Szepes Gyula Mûvelõdési Központ),Igen,Nem
14-038-018,14,PEST,01,038,Érd,Diósdi út 95-101. (Érdligeti Általános Iskola),Nem,Nem
14-038-019,14,PEST,01,038,Érd,Túr utca 5-7. (Érdligeti Általános Iskola),Nem,Nem
14-038-020,14,PEST,01,038,Érd,Budafoki út 14. (HUBERT PARKETTA),Nem,Nem
14-038-021,14,PEST,01,038,Érd,Túr utca 5-7. (Érdligeti Általános Iskola),Nem,Nem
14-038-022,14,PEST,01,038,Érd,Túr utca 5-7. (Érdligeti Általános Iskola),Nem,Nem
14-038-023,14,PEST,01,038,Érd,Kutyavári utca 10. (Kutyavári Tagóvoda),Nem,Nem
14-038-024,14,PEST,01,038,Érd,Kutyavári utca 10. (Kutyavári Tagóvoda),Igen,Nem
14-038-025,14,PEST,01,038,Érd,Gárdonyi 1/b. (Érdi Gárdonyi G. Ált.Isk. és Gimn.),Igen,Nem
14-038-026,14,PEST,01,038,Érd,Bajcsy-Zs. út 19-21. (Érdi Kõrösi Cs. S. Ált.Isk.),Igen,Nem
14-038-027,14,PEST,01,038,Érd,Bajcsy-Zs. út 19-21. (Érdi Kõrösi Cs. S. Ált.Isk.),Igen,Nem
14-038-028,14,PEST,01,038,Érd,Aradi utca 7. (Pöttöm Sziget Bölcsõde),Igen,Nem
14-038-029,14,PEST,01,038,Érd,Diósdi út 95-101. (Érdligeti Általános Iskola),Igen,Nem
14-038-030,14,PEST,01,038,Érd,Diósdi út 95-101. (Érdligeti Általános Iskola),Igen,Nem
14-038-031,14,PEST,01,038,Érd,Tárnoki út 58-62. (Napsugár Tagóvoda),Igen,Nem
14-038-032,14,PEST,01,038,Érd,Tárnoki út 58-62. (Napsugár Tagóvoda),Igen,Nem
14-038-033,14,PEST,01,038,Érd,Aradi utca 7. (Pöttöm Sziget Bölcsõde),Igen,Nem
14-038-034,14,PEST,01,038,Érd,Hegesztõ u. 2-8. (Érdi Szivárvány Óvoda),Igen,Nem
14-038-035,14,PEST,01,038,Érd,Bajcsy-Zs. út 19-21. (Érdi Kõrösi Cs. S. Ált.Isk.),Igen,Nem
14-038-036,14,PEST,01,038,Érd,Törökbálinti út 1. (Érdi Teleki Sámuel Ált. Isk.),Igen,Nem
14-038-037,14,PEST,01,038,Érd,Kutyavári utca 10. (Kutyavári Tagóvoda),Nem,Nem
14-038-038,14,PEST,01,038,Érd,Törökbálinti út 1. (Érdi Teleki Sámuel Ált. Isk.),Igen,Nem
14-038-039,14,PEST,01,038,Érd,Bajcsy-Zs. út 19-21. (Érdi Kõrösi Cs. S. Ált.Isk.),Igen,Nem
14-038-040,14,PEST,01,038,Érd,Bajcsy-Zs. út 19-21. (Érdi Kõrösi Cs. S. Ált.Isk.),Igen,Nem
14-038-041,14,PEST,01,038,Érd,Hegesztõ u. 2-8. (Érdi Szivárvány Óvoda),Igen,Nem
14-038-042,14,PEST,01,038,Érd,Törökbálinti út 1. (Érdi Teleki Sámuel Ált. Isk.),Igen,Nem
14-038-043,14,PEST,01,038,Érd,Törökbálinti út 1. (Érdi Teleki Sámuel Ált. Isk.),Igen,Nem
14-038-044,14,PEST,01,038,Érd,Törökbálinti út 1. (Érdi Teleki Sámuel Ált. Isk.),Igen,Nem
14-038-045,14,PEST,01,038,Érd,Gépész u. 14. (Parkvárosi Közösségi Ház),Nem,Nem
14-038-046,14,PEST,01,038,Érd,Favágó utca 63. (Erdõszéle Tagóvoda),Igen,Nem
14-038-047,14,PEST,01,038,Érd,Gépész u. 14. (Parkvárosi Közösségi Ház),Igen,Nem
14-038-048,14,PEST,01,038,Érd,Favágó u. 63. (Erdõszéle Tagóvoda),Igen,Nem
14-039-001,14,PEST,09,039,Farmos,Fõ tér 2. (Közösségi Ház),Igen,Igen
14-039-002,14,PEST,09,039,Farmos,Rákóczi út 1. (Könyvtár),Nem,Nem
14-039-003,14,PEST,09,039,Farmos,Zrínyi út 2. (Mûvelõdési Ház),Nem,Nem
14-040-001,14,PEST,07,040,Felsõpakony,Iskola u. 20. (Herman Ottó Általános Iskola),Igen,Nem
14-040-002,14,PEST,07,040,Felsõpakony,Rákóczi u.41. (Szabó M. Könyvtár és Közösségi H.),Igen,Igen
14-040-003,14,PEST,07,040,Felsõpakony,Zrinyi u. 36. (Mesevár Óvoda),Igen,Nem
14-041-001,14,PEST,05,041,Fót,Vörösmarty tér 3.  (Mûvelõdési Ház),Igen,Igen
14-041-002,14,PEST,05,041,Fót,Fáy A. tér 1. (Fáy A. Ált. Isk.),Igen,Nem
14-041-003,14,PEST,05,041,Fót,Arany J. u. 20-26. (Garay J. Ált. Isk.),Igen,Nem
14-041-004,14,PEST,05,041,Fót,Fruzsina u. 4. (Apponyi F. Óvoda),Igen,Nem
14-041-005,14,PEST,05,041,Fót,Bölcsõde u. 1-2. (Boglárka Óvoda),Igen,Nem
14-041-006,14,PEST,05,041,Fót,Hargita u. 36. (Idõsek Klubja),Igen,Nem
14-041-007,14,PEST,05,041,Fót,Béke u. 33. (Boglárka Óvoda),Igen,Nem
14-041-008,14,PEST,05,041,Fót,Március 15. u. 40. (Németh K. Ált. Isk.),Igen,Nem
14-041-009,14,PEST,05,041,Fót,Igazmondó u. 1. (Fótliget - Porta),Igen,Nem
14-041-010,14,PEST,05,041,Fót,Fáy A. tér 1. (Fáy A. Ált. Isk.),Igen,Nem
14-041-011,14,PEST,05,041,Fót,Arany János u. 20-26. (Garay J. Ált. Isk.),Igen,Nem
14-041-012,14,PEST,05,041,Fót,Fruzsina u. 4. (Apponyi F. Óvoda),Igen,Nem
14-041-013,14,PEST,05,041,Fót,Bölcsõde u. 1-2. (Boglárka Óvoda),Igen,Nem
14-041-014,14,PEST,05,041,Fót,Béke u. 33. (Boglárka Óvoda),Igen,Nem
14-041-015,14,PEST,05,041,Fót,Március 15. u. 40. (Németh K. Ált. Isk.),Igen,Nem
14-041-016,14,PEST,05,041,Fót,Március 15. u. 40. (Németh K. Ált. Isk.),Igen,Nem
14-042-001,14,PEST,04,042,Galgagyörk,Rákóczi út 12. (Tahy kastély),Igen,Igen
14-043-001,14,PEST,09,043,Galgahévíz,Fõ út 143. (Polgármesteri Hivatal),Igen,Igen
14-043-002,14,PEST,09,043,Galgahévíz,Széchenyi utca 1. (Iskola),Igen,Nem
14-043-003,14,PEST,09,043,Galgahévíz,Dobó utca 24. (Orvosi rendelõ),Igen,Nem
14-044-001,14,PEST,06,044,Galgamácsa,Petõfi u. 17. (Mûv. Ház),Igen,Igen
14-044-002,14,PEST,06,044,Galgamácsa,Kossuth u. 16. (Önkormányzati épület),Nem,Nem
14-045-001,14,PEST,10,045,Gomba,Bajcsy Zs. u. 2. (Községháza),Igen,Igen
14-045-002,14,PEST,10,045,Gomba,"Kossuth Lajos tér 4. (Civilház ,Gomba)",Igen,Nem
14-045-003,14,PEST,10,045,Gomba,Felsöfarkasd völgy 69. (üzlethelyiség),Nem,Nem
14-046-001,14,PEST,05,046,Göd,"Nemeskéri-K. M. út 1848. (Kúria, Konferenciaterem)",Igen,Nem
14-046-002,14,PEST,05,046,Göd,Pesti út 72. (József Attila Mûvelõdési Ház),Igen,Nem
14-046-003,14,PEST,05,046,Göd,Béke út 3. (Kastély Óvoda),Igen,Nem
14-046-004,14,PEST,05,046,Göd,Rákóczi Ferenc u. 23. (Fácán Óvoda),Igen,Nem
14-046-005,14,PEST,05,046,Göd,Ifjúság köz 1-3. (Németh László Ált. Isk.),Igen,Nem
14-046-006,14,PEST,05,046,Göd,Ifjúság köz 1-3. (Németh László Ált. Isk.),Igen,Nem
14-046-007,14,PEST,05,046,Göd,Ady Endre út 14. (Csalogány Óvoda),Igen,Nem
14-046-008,14,PEST,05,046,Göd,Ady Endre út 14. (Csalogány Óvoda),Igen,Nem
14-046-009,14,PEST,05,046,Göd,Balassi Bálint u. 28. (Újtelepi orvosi rendelõ),Nem,Nem
14-046-010,14,PEST,05,046,Göd,"Nemeskéri-K. M. út 1848. (Kúria, Kisterem)",Igen,Nem
14-046-011,14,PEST,05,046,Göd,Cserfa u. 18. (Orvosi rendelõ),Igen,Nem
14-046-012,14,PEST,05,046,Göd,Petõfi Sándor u. 48. (Huzella Tivadar Ált. Isk.),Igen,Igen
14-046-013,14,PEST,05,046,Göd,Rákóczi Ferenc u. 23. (Fácán Óvoda),Igen,Nem
14-046-014,14,PEST,05,046,Göd,Ifjúság köz 1-3. (Németh László Ált. Isk.),Igen,Nem
14-046-015,14,PEST,05,046,Göd,Ifjúság köz 1-3. (Németh László Ált. Isk.),Igen,Nem
14-046-016,14,PEST,05,046,Göd,Kálmán u. 13. (Ady Klub),Nem,Nem
14-046-017,14,PEST,05,046,Göd,Komlókert u. 19-21. (Szivárvány Bölcsõde),Igen,Nem
14-047-001,14,PEST,06,047,Gödöllõ,Csemetekert 13. (Pilisi Parkerdõ Erdészet),Nem,Nem
14-047-002,14,PEST,06,047,Gödöllõ,Szabadság út 251. (Szent Ferenc Köz.Ház),Nem,Nem
14-047-003,14,PEST,06,047,Gödöllõ,Szabadság út 251. (Szent Ferenc Köz.Ház),Nem,Nem
14-047-004,14,PEST,06,047,Gödöllõ,Batthyány L. u. 32-34. (Damjanich Ált. Isk.),Igen,Nem
14-047-005,14,PEST,06,047,Gödöllõ,Dobó K. u. 2. (Montágh Imre Ált. Isk.),Igen,Nem
14-047-006,14,PEST,06,047,Gödöllõ,Dobó K. u. 2. (Montágh Imre Ált. Isk.).,Igen,Nem
14-047-007,14,PEST,06,047,Gödöllõ,Mátyás kir. utca 10.  (Iskolaépület),Igen,Nem
14-047-008,14,PEST,06,047,Gödöllõ,Blaháné u. 132. (Nyári Napközistábor),Igen,Nem
14-047-009,14,PEST,06,047,Gödöllõ,Blaháné u. 45. (Öregek Napközi Otthona),Igen,Nem
14-047-010,14,PEST,06,047,Gödöllõ,Dózsa Gy. út 65. (Fõv. Szoc. Otthon),Igen,Nem
14-047-011,14,PEST,06,047,Gödöllõ,Táncsics Mihály út 1. (Fenyõliget Óvoda),Nem,Nem
14-047-012,14,PEST,06,047,Gödöllõ,Táncsics Mihály út 1. (Fenyõliget Óvoda),Igen,Nem
14-047-013,14,PEST,06,047,Gödöllõ,Kazinczy körút 32. (Mosolygó Óvoda),Igen,Nem
14-047-014,14,PEST,06,047,Gödöllõ,Mátyás kir. utca 10. (Iskolaépület),Igen,Nem
14-047-015,14,PEST,06,047,Gödöllõ,Mátyás kir. utca 10. (Iskolaépület),Igen,Nem
14-047-016,14,PEST,06,047,Gödöllõ,Szabadság tér 18. (Erkel Ferenc Ált. Isk.),Igen,Nem
14-047-017,14,PEST,06,047,Gödöllõ,Petõfi Sándor tér 4-6. (Ügyfélszolgálat),Igen,Igen
14-047-018,14,PEST,06,047,Gödöllõ,Munkácsy M. út 1. (Petõfi Sándor Ált. Isk.),Igen,Nem
14-047-019,14,PEST,06,047,Gödöllõ,Munkácsy M. út 1.  (Petõfi Sándor Ált. Isk.),Igen,Nem
14-047-020,14,PEST,06,047,Gödöllõ,Munkácsy M. út 1. (Petõfi Sándor Ált. Isk.),Igen,Nem
14-047-021,14,PEST,06,047,Gödöllõ,Palota-kert 17-18. (Palotakert Óvoda),Igen,Nem
14-047-022,14,PEST,06,047,Gödöllõ,Munkácsy M. út 1. (Petõfi Sándor Ált. Isk.),Igen,Nem
14-047-023,14,PEST,06,047,Gödöllõ,Szabadság út 23.  (Civil Ház),Igen,Nem
14-047-024,14,PEST,06,047,Gödöllõ,Takács M. út 2. (Premontrei Gimnázium),Igen,Nem
14-047-025,14,PEST,06,047,Gödöllõ,Takács M. út 2. (Premontrei Gimnázium),Nem,Nem
14-047-026,14,PEST,06,047,Gödöllõ,Takács M. út 2. (Premontrei Gimnázium),Nem,Nem
14-047-027,14,PEST,06,047,Gödöllõ,Légszesz utca 10. (Hajós Alfréd Ált. Isk.),Igen,Nem
14-047-028,14,PEST,06,047,Gödöllõ,Török Ignác u. 5. (Hajós Alfréd Ált. Isk.),Igen,Nem
14-048-001,14,PEST,07,048,Gyál,Ady Endre utca 20. (Ady Endre Általános Iskola),Igen,Nem
14-048-002,14,PEST,07,048,Gyál,Ady Endre utca 20. (Ady Endre Általános Iskola),Igen,Nem
14-048-003,14,PEST,07,048,Gyál,Ady Endre utca 20. (Ady Endre Általános Iskola),Igen,Nem
14-048-004,14,PEST,07,048,Gyál,Ady Endre utca 20. (Ady Endre Általános Iskola),Igen,Nem
14-048-005,14,PEST,07,048,Gyál,Kossuth Lajos utca 48-52. (Zrínyi M. Ált. Iskola),Igen,Nem
14-048-006,14,PEST,07,048,Gyál,Kossuth Lajos utca 48-52. (Zrínyi M. Ált. Iskola),Igen,Nem
14-048-007,14,PEST,07,048,Gyál,Kossuth Lajos utca 48-52. (Zrínyi M. Ált. Iskola),Igen,Nem
14-048-008,14,PEST,07,048,Gyál,Kossuth Lajos utca 48-52. (Zrínyi M. Ált. Iskola),Igen,Nem
14-048-009,14,PEST,07,048,Gyál,Kossuth Lajos utca 48-52. (Zrínyi M. Ált. Iskola),Igen,Nem
14-048-010,14,PEST,07,048,Gyál,Kossuth Lajos utca 48-52. (Zrínyi M. Ált. Iskola),Igen,Nem
14-048-011,14,PEST,07,048,Gyál,Kõrösi út 118-120. (Arany János Közösségi Ház),Igen,Igen
14-048-012,14,PEST,07,048,Gyál,Kõrösi út 118-120. (Arany János Közösségi Ház),Igen,Nem
14-048-013,14,PEST,07,048,Gyál,Kõrösi út 118-120. (Arany János Közösségi Ház),Igen,Nem
14-048-014,14,PEST,07,048,Gyál,Bartók Béla utca 75. (Bartók Béla Ált. Iskola),Igen,Nem
14-048-015,14,PEST,07,048,Gyál,Bartók Béla utca 75. (Bartók Béla Ált. Iskola),Igen,Nem
14-048-016,14,PEST,07,048,Gyál,Bartók Béla utca 75. (Bartók Béla Ált. Iskola),Igen,Nem
14-048-017,14,PEST,07,048,Gyál,Erdõsor utca 65. (Eötvös J. Közg. Szakközépiskola),Igen,Nem
14-048-018,14,PEST,07,048,Gyál,Erdõsor utca 65. (Eötvös J. Közg. Szakközépiskola),Igen,Nem
14-049-001,14,PEST,07,049,Gyömrõ,Bajcsy-Zs. út 79-81. (II. Rákóczi F. Ált. Iskola),Igen,Nem
14-049-002,14,PEST,07,049,Gyömrõ,Bajcsy-Zs. út 79-81. (II. Rákóczi F. Ált. Iskola),Igen,Nem
14-049-003,14,PEST,07,049,Gyömrõ,Fõ tér 2/B. (Weöres S. Ált. Iskola),Igen,Igen
14-049-004,14,PEST,07,049,Gyömrõ,Jókai u. 43-45. (Fekete István Ált.Iskola),Igen,Nem
14-049-005,14,PEST,07,049,Gyömrõ,Csokonai u. 58-60. (Weöres S. Ált. Iskola),Igen,Nem
14-049-006,14,PEST,07,049,Gyömrõ,Csokonai u. 58-60. (Weöres S. Ált. Iskola),Igen,Nem
14-049-007,14,PEST,07,049,Gyömrõ,Erzsébet u. 20-24. (Weöres S. Ált. Iskola),Igen,Nem
14-049-008,14,PEST,07,049,Gyömrõ,Erzsébet u. 20-24. (Weöres S. Ált. Iskola),Igen,Nem
14-049-009,14,PEST,07,049,Gyömrõ,Bajcsy-Zs. út 79-81. (II. Rákóczi F. Ált. Iskola),Igen,Nem
14-049-010,14,PEST,07,049,Gyömrõ,Csokonai u. 58-60. (Weöres S. Ált. Iskola),Igen,Nem
14-049-011,14,PEST,07,049,Gyömrõ,Fõ tér 2/B. (Weöres S. Ált. Iskola),Igen,Nem
14-049-012,14,PEST,07,049,Gyömrõ,Jókai u. 43-45. (Fekete István Ált. Iskola),Igen,Nem
14-049-013,14,PEST,07,049,Gyömrõ,Csokonai u. 58-60. (Weöres S. Ált. Iskola),Igen,Nem
14-049-014,14,PEST,07,049,Gyömrõ,Erzsébet u. 20-24. (Weöres S. Ált. Iskola),Igen,Nem
14-049-015,14,PEST,07,049,Gyömrõ,Erzsébet u. 20-24. (Weöres S. Ált. Iskola),Igen,Nem
14-049-016,14,PEST,07,049,Gyömrõ,Erzsébet u. 20-24. (Weöres S. Ált. Iskola),Igen,Nem
14-050-001,14,PEST,08,050,Halásztelek,Erkel Ferenc utca 2. (Hunyadi Mátyás Ált. Isk.),Igen,Nem
14-050-002,14,PEST,08,050,Halásztelek,Õsz utca 2.  (Németh Ferenc Sportcentrum),Igen,Nem
14-050-003,14,PEST,08,050,Halásztelek,Szent László tér 1. (Márai S. Közmûvelõdési Int.),Igen,Nem
14-050-004,14,PEST,08,050,Halásztelek,Iskola u. 2.  (Tündérkert Óvoda),Igen,Nem
14-050-005,14,PEST,08,050,Halásztelek,Erkel F. u. 2. (Hunyadi M. Ált. Isk. és Gimn.),Igen,Nem
14-050-006,14,PEST,08,050,Halásztelek,Erkel F. u. 2. (Hunyadi M. Ált. Isk. és Gimn.),Igen,Nem
14-050-007,14,PEST,08,050,Halásztelek,Kastély park 1. (Polgármesteri Hivatal),Igen,Igen
14-050-008,14,PEST,08,050,Halásztelek,Kastély park 1.  (Polgármesteri Hivatal),Igen,Nem
14-051-001,14,PEST,02,051,Herceghalom,Gesztenyés u. 13. (Polgármesteri Hiv.),Igen,Igen
14-051-002,14,PEST,02,051,Herceghalom,Gesztenyés út 13. (Polgármesteri Hivatal),Igen,Nem
14-052-001,14,PEST,10,052,Hernád,Fõ utca 150. (Iskola),Igen,Nem
14-052-002,14,PEST,10,052,Hernád,Köztársaság út 47. (Polg.Hiv.),Igen,Igen
14-052-003,14,PEST,10,052,Hernád,Fõ utca 149. (Mûv.Ház),Igen,Nem
14-053-001,14,PEST,06,053,Hévízgyörk,Vörösmarty u. 96.  (Új Óvoda),Igen,Nem
14-053-002,14,PEST,06,053,Hévízgyörk,Ady E. u. 143. (Ált. Isk.),Igen,Nem
14-053-003,14,PEST,06,053,Hévízgyörk,Kossuth L. u. 19. (Mûv. Ház.),Igen,Igen
14-054-001,14,PEST,06,054,Iklad,Szabadság út 61. (Községi Könyvtár),Igen,Igen
14-054-002,14,PEST,06,054,Iklad,Szabadság út 155. (Ibolya Presszó),Nem,Nem
14-055-001,14,PEST,11,055,Inárcs,Hunyadi u. 1/A. (Óvoda),Igen,Nem
14-055-002,14,PEST,11,055,Inárcs,Tûzoltó u. 3. (Szociális foglalkoztató),Igen,Nem
14-055-003,14,PEST,11,055,Inárcs,Bajcsy-Zs. út 94. (Mûvelõdési ház),Igen,Igen
14-055-004,14,PEST,11,055,Inárcs,Fekiács J. u. 4. (Iskola),Igen,Nem
14-056-001,14,PEST,04,056,Ipolydamásd,Fõ utca 76. (Mûvelõdési Ház),Igen,Igen
14-057-001,14,PEST,04,057,Ipolytölgyes,Petõfi utca 42. (Orvosi rendelõ),Igen,Igen
14-058-001,14,PEST,06,058,Isaszeg,Rákóczi utca 45. (Polgármesteri Hivatal),Igen,Igen
14-058-002,14,PEST,06,058,Isaszeg,Madách Imre utca 1. (Damjanich J.Általános Iskola),Igen,Nem
14-058-003,14,PEST,06,058,Isaszeg,Madách Imre utca 1. (Damjanich J.Általános Iskola),Igen,Nem
14-058-004,14,PEST,06,058,Isaszeg,Madách Imre utca 1. (Damjanich J.Általános Iskola),Igen,Nem
14-058-005,14,PEST,06,058,Isaszeg,Kossuth Lajos utca 85. (Klapka GyÁltalános Iskola),Igen,Nem
14-058-006,14,PEST,06,058,Isaszeg,Kossuth Lajos utca 85. (Klapka GyÁltalános Iskola),Igen,Nem
14-058-007,14,PEST,06,058,Isaszeg,Tóth Árpád utca 1. (Klapka Gy. Általános Iskola),Igen,Nem
14-058-008,14,PEST,06,058,Isaszeg,Tóth Árpád utca 1. (Klapka Gy. Általános Iskola),Igen,Nem
14-059-001,14,PEST,12,059,Jászkarajenõ,Kossuth L. u. 86. (Konyha),Igen,Nem
14-059-002,14,PEST,12,059,Jászkarajenõ,Fõ u. 30. (Óvoda),Igen,Nem
14-059-003,14,PEST,12,059,Jászkarajenõ,Fõ u. 57. (Mûv. Ház),Igen,Igen
14-060-001,14,PEST,11,060,Kakucs,Hõsök tere 7. (Kakucsi Általános Iskola),Igen,Nem
14-060-002,14,PEST,11,060,Kakucs,Székesi út 3. (Kakucsi Kökörcsin Óvoda),Igen,Igen
14-060-003,14,PEST,11,060,Kakucs,Fõ utca 156/D. (Orvosi Rendelõ),Igen,Nem
14-061-001,14,PEST,06,061,Kartal,Baross utca 115. (Általános Iskola Ebédlõje),Igen,Igen
14-061-002,14,PEST,06,061,Kartal,Baross utca 115. (Általános Iskola tornaterme),Igen,Nem
14-061-003,14,PEST,06,061,Kartal,Baross utca 115. (Könyvtár),Igen,Nem
14-061-004,14,PEST,06,061,Kartal,Iskola tér 1. (Általános Iskola Ebédlõje),Igen,Nem
14-061-005,14,PEST,06,061,Kartal,Iskola tér 1. (Általános Iskola 1. számú tanterem),Igen,Nem
14-061-006,14,PEST,06,061,Kartal,Iskola tér 1. (Általános Iskola 5. számú tanterem),Igen,Nem
14-062-001,14,PEST,10,062,Káva,Pilisi utca 1. (Polgármesteri Hivatal),Igen,Igen
14-063-001,14,PEST,04,063,Kemence,Fõ út 77. (Községháza),Igen,Igen
14-064-001,14,PEST,06,064,Kerepes,Templom utca 3. (Forrás Mûvelõdési Ház),Igen,Nem
14-064-002,14,PEST,06,064,Kerepes,Vörösmarty utca 2. (Általános Iskola),Igen,Nem
14-064-003,14,PEST,06,064,Kerepes,Vörösmarty utca. 2. (Általános Iskola),Igen,Igen
14-064-004,14,PEST,06,064,Kerepes,Szabadság út 100. (DPMV Zrt.),Igen,Nem
14-064-005,14,PEST,06,064,Kerepes,Wéber Ede utca 17. (Csicsergõ Óvoda),Igen,Nem
14-064-006,14,PEST,06,064,Kerepes,Wéber Ede utca 17. (Csicsergõ Óvoda),Igen,Nem
14-064-007,14,PEST,06,064,Kerepes,József Attila park 3. (Szilasligeti Közösségi Ház),Igen,Nem
14-064-008,14,PEST,06,064,Kerepes,József Atila utca 71-75. (Meseliget Óvoda),Igen,Nem
14-065-001,14,PEST,11,065,Kiskunlacháza,Kossuth tér 1. (Polgármesteri Hivatal),Igen,Igen
14-065-002,14,PEST,11,065,Kiskunlacháza,Kossuth tér 1. (Polgármesteri Hivatal),Nem,Nem
14-065-003,14,PEST,11,065,Kiskunlacháza,Vörösmarty u. 12. (Vörösmarty Iskola),Nem,Nem
14-065-004,14,PEST,11,065,Kiskunlacháza,Kinizsi út 1. (Mûvelõdési Központ),Igen,Nem
14-065-005,14,PEST,11,065,Kiskunlacháza,Szent Imre u. 58.  (Szent Imre úti Iskola),Nem,Nem
