SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_BELYEGZES_NELKULI,URNABAN_LEBELYEGZETT,ELTERES,ERVENYTELEN,ERVENYES
15-124-001,538,315,0,315,0,6,309
15-124-002,461,240,0,240,0,3,237
15-124-003,94,48,0,48,0,1,47
15-125-001,607,333,0,333,0,7,326
15-125-002,388,259,0,259,0,6,253
15-126-001,915,466,0,466,0,9,457
15-127-001,455,296,0,296,0,7,289
15-128-001,149,114,0,114,0,4,110
15-129-001,701,433,0,433,0,6,427
15-130-001,201,82,0,82,0,2,80
15-130-002,991,573,0,572,-1,5,567
15-130-003,973,521,0,521,0,10,511
15-130-004,998,479,0,478,-1,11,467
15-130-005,1050,662,0,662,0,4,658
15-130-006,1058,657,0,657,0,21,636
15-130-007,1090,643,0,643,0,8,635
15-130-008,1027,590,0,588,-2,8,580
15-130-009,866,439,0,439,0,3,436
15-131-001,820,495,0,495,0,7,488
15-131-002,777,471,0,471,0,15,456
15-131-003,828,375,0,375,0,6,369
15-132-001,1085,491,0,491,0,10,481
15-133-001,1100,675,0,674,-1,16,658
15-134-001,271,174,0,174,0,0,174
15-135-001,373,280,0,279,-1,11,268
15-136-001,285,134,0,134,0,2,132
15-137-001,452,264,0,264,0,13,251
15-138-001,499,410,0,410,0,13,397
15-139-001,101,64,0,64,0,4,60
15-140-001,432,289,0,286,-3,7,279
15-141-001,464,263,0,263,0,6,257
15-142-001,263,152,0,152,0,4,148
15-143-001,465,307,0,307,0,5,302
15-144-001,636,364,1,363,-1,6,357
15-145-001,552,345,0,342,-3,11,331
15-146-001,543,320,0,320,0,9,311
15-146-002,574,340,0,339,-1,7,332
15-147-001,610,428,0,426,-2,13,413
15-148-001,90,53,0,53,0,3,50
15-148-002,274,181,0,181,0,2,179
15-149-001,200,115,0,115,0,4,111
15-150-001,232,176,0,176,0,6,170
15-151-001,52,38,0,38,0,0,38
15-152-001,208,147,0,147,0,5,142
15-153-001,228,159,0,159,0,3,156
15-154-001,116,91,0,91,0,1,90
15-155-001,395,215,0,215,0,2,213
15-156-001,173,113,0,113,0,2,111
15-157-001,153,104,0,104,0,1,103
15-158-001,219,163,0,163,0,0,163
15-159-001,60,42,0,42,0,0,42
15-160-001,145,74,0,74,0,2,72
15-161-001,459,339,0,339,0,3,336
15-161-002,125,97,0,97,0,0,97
15-162-001,325,196,0,195,-1,7,188
15-163-001,368,242,0,242,0,1,241
15-164-001,144,125,0,125,0,9,116
15-165-001,119,92,0,92,0,2,90
15-166-001,277,172,0,171,-1,4,167
15-167-001,211,164,0,164,0,7,157
15-168-001,27,21,0,21,0,0,21
15-169-001,800,494,0,494,0,9,485
15-169-002,825,452,0,452,0,6,446
15-170-001,410,291,0,291,0,1,290
15-171-001,320,189,0,189,0,3,186
15-172-001,853,393,0,393,0,11,382
15-172-002,957,529,0,529,0,18,511
15-173-001,109,63,0,63,0,2,61
15-174-001,307,208,0,208,0,3,205
15-175-001,363,216,0,216,0,4,212
15-175-002,802,504,0,504,0,1,503
15-175-003,545,331,0,331,0,2,329
15-175-004,682,394,0,394,0,5,389
15-175-005,662,391,2,388,-3,3,385
15-175-006,834,553,0,553,0,3,550
15-175-007,1032,636,0,636,0,4,632
15-175-008,967,630,0,629,-1,5,624
15-175-009,611,406,0,407,1,15,392
15-175-010,935,551,0,550,-1,5,545
15-175-011,933,599,0,599,0,1,598
15-175-012,612,410,0,410,0,4,406
15-175-013,833,472,0,472,0,5,467
15-175-014,862,509,0,509,0,2,507
15-175-015,714,474,0,472,-2,6,466
15-175-016,844,552,0,550,-2,4,546
15-175-017,836,460,0,459,-1,11,448
15-175-018,1039,638,0,636,-2,6,630
15-175-019,1269,725,0,723,-2,18,705
15-175-020,1315,765,0,765,0,2,763
15-175-021,1245,777,0,777,0,7,770
15-175-022,311,187,1,187,0,2,185
15-175-023,935,566,1,564,-2,3,561
15-175-024,903,576,0,575,-1,4,571
15-176-001,536,313,0,313,0,4,309
15-177-001,557,300,0,300,0,3,297
15-178-001,312,159,0,159,0,6,153
15-179-001,105,68,0,69,1,8,61
15-180-001,140,129,0,129,0,4,125
15-181-001,477,354,0,354,0,16,338
15-181-002,123,96,0,96,0,3,93
15-182-001,389,308,1,308,0,8,300
15-183-001,83,62,0,62,0,0,62
15-184-001,112,64,0,63,-1,0,63
15-185-001,114,74,0,74,0,3,71
15-186-001,142,98,0,98,0,1,97
15-187-001,381,192,0,192,0,4,188
15-188-001,312,117,0,116,-1,2,114
15-189-001,543,268,0,268,0,4,264
15-189-002,671,326,0,326,0,4,322
15-190-001,388,203,0,202,-1,3,199
15-191-001,486,271,0,271,0,7,264
15-192-001,988,486,0,486,0,12,474
15-193-001,84,73,0,73,0,2,71
15-194-001,493,328,0,328,0,8,320
15-195-001,516,345,0,345,0,3,342
15-196-001,534,358,0,358,0,9,349
15-196-002,680,453,0,452,-1,16,436
15-197-001,367,215,0,215,0,3,212
15-198-001,433,249,0,247,-2,2,245
15-198-002,420,213,0,213,0,3,210
15-199-001,571,443,1,441,-2,17,424
15-200-001,724,472,0,472,0,10,462
15-200-002,456,283,0,283,0,7,276
15-200-003,94,63,0,63,0,0,63
15-201-001,246,135,0,135,0,5,130
15-201-002,164,120,0,120,0,1,119
15-202-001,214,105,0,105,0,0,105
15-203-001,433,280,0,280,0,6,274
15-204-001,592,448,0,448,0,6,442
15-205-001,153,121,0,121,0,0,121
15-206-001,588,435,0,435,0,4,431
15-207-001,310,240,0,240,0,14,226
15-208-001,256,188,0,188,0,4,184
15-209-001,84,46,0,46,0,4,42
15-210-001,366,237,0,237,0,7,230
15-211-001,228,136,0,136,0,1,135
15-212-001,148,87,0,87,0,2,85
15-213-001,78,56,0,56,0,0,56
15-214-001,454,315,0,315,0,6,309
15-215-001,193,125,0,125,0,3,122
15-216-001,455,295,0,295,0,3,292
15-216-002,554,362,0,362,0,13,349
15-217-001,479,347,0,347,0,13,334
15-218-001,650,320,0,320,0,10,310
15-218-002,643,343,0,343,0,4,339
15-218-003,635,340,0,340,0,4,336
15-218-004,707,430,0,429,-1,4,425
15-218-005,704,458,0,458,0,2,456
15-219-001,414,275,0,275,0,2,273
15-220-001,440,319,0,319,0,5,314
15-220-002,456,334,0,334,0,12,322
15-221-001,713,394,0,394,0,7,387
15-221-002,767,395,1,395,0,5,390
15-222-001,266,162,0,162,0,0,162
15-223-001,143,107,0,107,0,7,100
15-224-001,327,206,0,206,0,3,203
15-225-001,99,62,0,62,0,4,58
15-226-001,171,105,0,105,0,0,105
15-227-001,178,139,0,141,2,24,117
15-228-001,345,163,0,163,0,5,158
15-229-001,80,68,0,68,0,0,68
15-229-002,94,79,0,79,0,2,77
15-230-001,102,76,0,76,0,0,76
15-231-001,347,236,0,236,0,7,229
15-232-001,567,224,0,224,0,4,220
15-233-001,174,118,0,118,0,3,115
15-234-001,143,109,0,109,0,5,104
15-235-001,423,310,0,310,0,16,294
15-236-001,336,217,0,217,0,2,215
15-237-001,198,138,0,138,0,3,135
15-238-001,1064,701,0,701,0,8,693
15-238-002,1172,783,0,783,0,15,768
15-239-001,380,262,0,262,0,7,255
15-239-002,489,345,0,345,0,9,336
15-240-001,269,175,0,175,0,7,168
15-241-001,406,240,0,238,-2,7,231
15-242-001,193,106,0,106,0,1,105
15-243-001,340,216,0,216,0,11,205
15-244-001,348,253,0,252,-1,0,252
15-245-001,417,219,0,219,0,9,210
15-246-001,1313,954,1,952,-2,9,943
16-001-001,948,710,0,710,0,15,695
16-001-002,858,658,0,657,-1,9,648
16-001-003,1095,800,0,801,1,39,762
16-002-001,787,530,0,530,0,8,522
16-002-002,739,436,0,436,0,5,431
16-003-001,602,372,0,372,0,12,360
16-003-002,608,329,0,330,1,14,316
16-003-003,659,367,0,367,0,8,359
16-004-001,720,418,0,418,0,8,410
16-004-002,740,460,0,460,0,9,451
16-005-001,734,544,0,542,-2,10,532
16-005-002,833,596,0,591,-5,6,585
16-005-003,1115,873,0,871,-2,16,855
16-006-001,802,494,0,493,-1,9,484
16-006-002,950,555,0,555,0,14,541
16-006-003,1071,631,0,631,0,12,619
16-006-004,325,157,0,157,0,4,153
16-006-005,583,287,0,287,0,7,280
16-006-006,982,502,1,501,-1,14,487
16-007-001,581,309,0,309,0,11,298
16-008-001,758,469,0,469,0,13,456
16-009-001,525,378,0,378,0,11,367
16-010-001,364,243,0,243,0,0,243
16-011-001,722,478,0,478,0,18,460
16-012-001,629,322,0,322,0,10,312
16-013-001,602,473,0,473,0,5,468
16-014-001,572,348,0,347,-1,4,343
16-015-001,738,378,0,378,0,11,367
16-016-001,1048,564,0,564,0,11,553
16-017-001,627,342,0,342,0,6,336
16-018-001,573,383,0,384,1,23,361
16-018-002,583,398,0,396,-2,12,384
16-018-003,584,345,0,343,-2,10,333
16-018-004,598,329,1,328,-1,12,316
16-019-001,649,425,0,425,0,8,417
16-019-002,607,378,0,378,0,11,367
16-019-003,596,374,0,372,-2,14,358
16-020-001,517,339,0,339,0,5,334
16-021-001,417,261,0,261,0,6,255
16-022-001,479,303,0,303,0,6,297
16-023-001,293,203,0,203,0,8,195
16-024-001,556,405,0,405,0,4,401
16-025-001,722,330,0,330,0,2,328
16-025-002,751,402,0,402,0,4,398
16-025-003,901,490,0,489,-1,9,480
16-025-004,701,405,0,405,0,7,398
16-025-005,811,440,0,440,0,6,434
16-026-001,657,424,0,423,-1,12,411
16-027-001,606,434,0,433,-1,9,424
16-028-001,109,74,0,74,0,2,72
16-029-001,600,410,0,410,0,13,397
16-029-002,886,579,1,580,1,22,558
16-029-003,884,566,0,563,-3,13,550
16-029-004,644,428,0,428,0,8,420
16-029-005,195,123,0,123,0,6,117
16-030-001,984,567,0,567,0,19,548
16-030-002,1028,652,0,651,-1,14,637
16-030-003,855,555,0,554,-1,16,538
16-031-001,889,407,0,407,0,8,399
16-031-002,827,444,0,444,0,18,426
16-032-001,655,426,0,426,0,12,414
16-032-002,727,458,0,457,-1,19,438
16-033-001,831,421,0,420,-1,15,405
16-034-001,616,337,0,337,0,9,328
16-034-002,704,391,0,391,0,9,382
16-035-001,480,240,0,240,0,2,238
16-035-002,698,388,0,388,0,6,382
16-035-003,165,80,0,80,0,1,79
16-036-001,922,545,0,544,-1,8,536
16-036-002,854,560,0,560,0,4,556
16-036-003,779,436,0,436,0,3,433
16-036-004,836,517,0,517,0,2,515
16-036-005,898,601,0,601,0,10,591
16-036-006,937,561,0,561,0,8,553
16-036-007,906,458,0,457,-1,3,454
16-037-001,995,545,0,545,0,3,542
16-037-002,971,510,0,510,0,0,510
16-038-001,349,247,0,247,0,6,241
16-039-001,272,182,0,182,0,5,177
16-040-001,637,351,0,351,0,8,343
16-041-001,122,91,0,91,0,4,87
16-042-001,866,485,0,485,0,9,476
16-042-002,875,467,0,466,-1,8,458
16-042-003,846,412,0,411,-1,11,400
16-043-001,448,296,0,295,-1,12,283
16-044-001,642,462,0,461,-1,16,445
16-045-001,723,474,0,474,0,11,463
16-045-002,656,433,0,433,0,9,424
16-046-001,381,264,0,263,-1,3,260
16-047-001,783,390,0,390,0,7,383
16-047-002,700,335,0,335,0,11,324
16-048-001,777,459,0,459,0,13,446
16-049-001,107,69,0,69,0,5,64
16-050-001,1194,560,0,560,0,21,539
16-051-001,750,504,0,504,0,8,496
16-051-002,801,481,0,479,-2,19,460
16-052-001,240,177,0,177,0,6,171
16-053-001,941,577,0,577,0,10,567
16-054-001,209,115,0,115,0,3,112
16-055-001,236,155,0,155,0,5,150
16-056-001,874,533,0,532,-1,10,522
16-056-002,709,409,0,409,0,5,404
16-056-003,748,458,0,458,0,15,443
16-057-001,926,449,0,449,0,9,440
16-057-002,963,526,0,526,0,18,508
16-057-003,1024,525,0,524,-1,14,510
16-057-004,1136,552,0,552,0,11,541
16-057-005,898,447,0,446,-1,29,417
16-057-006,202,96,0,96,0,3,93
16-058-001,917,580,0,579,-1,8,571
16-059-001,622,467,0,466,-1,4,462
16-060-001,1359,815,0,813,-2,10,803
16-061-001,1009,669,0,669,0,12,657
16-062-001,625,435,0,435,0,18,417
16-063-001,581,307,0,307,0,5,302
16-063-002,724,366,1,365,-1,10,355
16-063-003,580,332,0,332,0,5,327
16-063-004,801,404,0,403,-1,7,396
16-063-005,232,122,0,122,0,1,121
16-064-001,682,461,0,461,0,7,454
16-064-002,609,382,0,382,0,9,373
16-064-003,158,109,0,109,0,4,105
16-065-001,714,457,0,457,0,18,439
16-065-002,864,513,0,510,-3,17,493
16-066-001,1114,632,0,632,0,13,619
16-066-002,882,519,0,519,0,9,510
16-066-003,811,454,0,454,0,5,449
16-066-004,954,543,0,543,0,15,528
16-067-001,761,517,0,517,0,17,500
16-067-002,791,504,0,504,0,19,485
16-068-001,570,390,0,389,-1,3,386
16-068-002,550,354,0,354,0,8,346
16-069-001,240,204,0,204,0,8,196
16-070-001,771,491,0,491,0,15,476
16-071-001,47,43,0,42,-1,1,41
16-072-001,1217,923,0,911,-12,32,879
16-073-001,226,158,0,158,0,3,155
16-074-001,472,373,0,373,0,23,350
16-075-001,431,285,0,284,-1,5,279
16-076-001,802,414,0,414,0,12,402
16-077-001,612,298,0,297,-1,2,295
16-077-002,872,436,0,435,-1,4,431
16-077-003,712,399,0,399,0,2,397
16-077-004,909,513,0,513,0,11,502
16-077-005,1016,537,0,537,0,8,529
16-077-006,667,408,0,408,0,6,402
16-077-007,804,383,0,383,0,5,378
16-077-008,927,526,0,526,0,0,526
16-077-009,753,429,0,429,0,6,423
16-077-010,805,505,0,505,0,2,503
16-077-011,805,539,0,539,0,6,533
16-077-012,614,381,0,383,2,24,359
16-077-013,837,454,0,454,0,11,443
16-077-014,772,430,0,430,0,4,426
16-077-015,772,430,0,430,0,9,421
16-077-016,740,419,0,419,0,4,415
16-078-001,922,588,0,588,0,9,579
16-078-002,599,362,0,361,-1,5,356
16-078-003,696,461,0,461,0,10,451
16-079-001,158,131,0,132,1,8,124
16-080-001,1021,633,0,633,0,11,622
16-081-001,1231,784,0,784,0,17,767
16-081-002,1160,731,0,730,-1,5,725
16-081-003,1216,743,0,741,-2,11,730
16-082-001,1047,655,0,655,0,24,631
16-083-001,429,292,0,292,0,10,282
16-084-001,733,460,0,460,0,13,447
16-085-001,762,348,0,348,0,8,340
16-085-002,729,369,0,367,-2,5,362
16-085-003,791,360,0,360,0,17,343
16-086-001,671,394,0,394,0,8,386
16-087-001,376,274,0,274,0,3,271
16-088-001,225,154,0,154,0,5,149
16-089-001,693,300,0,300,0,5,295
16-090-001,240,163,0,163,0,3,160
16-091-001,667,427,0,427,0,7,420
16-091-002,740,442,0,442,0,17,425
16-091-003,930,490,0,490,0,8,482
16-091-004,767,496,0,496,0,15,481
16-092-001,778,545,0,545,0,15,530
16-092-002,779,453,0,453,0,14,439
16-093-001,497,276,0,276,0,6,270
16-094-001,1095,637,0,635,-2,9,626
16-094-002,672,396,0,396,0,4,392
16-094-003,668,386,0,385,-1,4,381
16-094-004,714,426,0,426,0,1,425
16-094-005,726,376,0,376,0,4,372
16-094-006,806,446,0,444,-2,1,443
16-094-007,765,381,0,381,0,3,378
16-094-008,648,365,0,365,0,3,362
16-094-009,823,429,0,429,0,4,425
16-094-010,756,434,0,434,0,3,431
16-094-011,803,397,0,396,-1,3,393
16-094-012,925,477,0,477,0,4,473
16-094-013,748,439,0,439,0,4,435
16-094-014,731,386,0,386,0,2,384
16-094-015,906,557,0,557,0,3,554
16-094-016,911,590,0,590,0,6,584
16-095-001,238,149,0,149,0,6,143
16-096-001,798,401,0,401,0,4,397
16-097-001,533,410,0,409,-1,7,402
16-098-001,1073,625,0,625,0,11,614
16-098-002,595,383,0,382,-1,17,365
16-099-001,706,527,0,525,-2,13,512
16-100-001,503,268,0,267,-1,11,256
16-101-001,892,460,0,458,-2,21,437
16-101-002,206,96,0,96,0,2,94
16-101-003,108,55,0,55,0,1,54
16-102-001,805,357,0,357,0,16,341
16-102-002,818,377,0,376,-1,6,370
16-103-001,760,438,0,437,-1,5,432
16-103-002,728,425,0,424,-1,14,410
16-103-003,795,455,0,455,0,3,452
16-103-004,772,436,0,436,0,8,428
16-103-005,867,455,0,454,-1,34,420
16-103-006,760,445,0,445,0,6,439
16-104-001,710,436,0,436,0,7,429
16-104-002,761,473,0,473,0,6,467
16-104-003,786,444,0,444,0,8,436
16-104-004,833,475,0,475,0,15,460
16-104-005,438,263,0,263,0,4,259
16-104-006,806,467,0,466,-1,21,445
16-105-001,103,71,0,71,0,6,65
16-106-001,966,595,0,577,-18,4,573
16-106-002,947,546,0,543,-3,3,540
16-106-003,918,533,0,531,-2,8,523
16-106-004,860,521,0,521,0,4,517
16-106-005,918,558,0,558,0,11,547
16-106-006,1011,632,0,632,0,18,614
16-106-007,879,558,0,556,-2,9,547
16-106-008,961,650,0,650,0,4,646
16-107-001,415,249,0,249,0,6,243
16-108-001,1140,769,0,769,0,9,760
16-109-001,931,555,0,555,0,8,547
16-109-002,975,553,0,553,0,24,529
16-109-003,1130,553,0,550,-3,6,544
16-110-001,713,442,0,442,0,8,434
16-111-001,92,74,0,74,0,3,71
16-112-001,1284,688,0,679,-9,132,547
16-112-002,1133,669,0,668,-1,10,658
16-112-003,1076,585,0,585,0,17,568
16-112-004,1068,697,0,697,0,3,694
16-112-005,1079,697,0,697,0,2,695
16-112-006,1234,876,0,876,0,9,867
16-112-007,1162,693,0,690,-3,12,678
16-112-008,1042,631,0,631,0,7,624
16-113-001,668,422,0,421,-1,11,410
16-113-002,806,515,0,515,0,10,505
16-113-003,609,421,0,420,-1,10,410
16-114-001,897,738,0,738,0,15,723
16-114-002,736,605,0,605,0,15,590
16-114-003,805,627,0,627,0,6,621
16-115-001,590,331,0,331,0,4,327
16-115-002,847,525,0,524,-1,10,514
16-115-003,819,526,0,526,0,7,519
16-116-001,1084,682,0,682,0,12,670
16-116-002,613,380,1,378,-2,6,372
16-117-001,955,703,0,703,0,16,687
16-118-001,437,264,0,264,0,1,263
16-119-001,1005,489,0,489,0,3,486
16-119-002,955,580,0,580,0,3,577
16-119-003,743,395,0,395,0,4,391
16-119-004,1069,623,0,623,0,3,620
16-119-005,1083,667,0,661,-6,2,659
16-119-006,893,507,0,506,-1,6,500
16-119-007,804,511,0,511,0,6,505
16-119-008,909,544,0,543,-1,1,542
16-119-009,812,425,0,425,0,0,425
16-119-010,811,489,0,489,0,3,486
16-119-011,924,489,0,489,0,2,487
16-119-012,727,367,0,366,-1,0,366
16-119-013,852,390,0,390,0,1,389
16-119-014,906,522,0,521,-1,4,517
16-119-015,1035,665,0,665,0,2,663
16-119-016,1127,704,0,703,-1,4,699
16-119-017,845,562,0,562,0,2,560
16-119-018,755,544,0,544,0,7,537
16-119-019,1054,519,0,519,0,1,518
16-119-020,814,439,0,439,0,3,436
16-119-021,672,374,0,374,0,1,373
16-119-022,1087,644,0,643,-1,6,637
16-119-023,881,509,0,509,0,2,507
16-119-024,963,521,0,521,0,0,521
16-119-025,832,451,0,451,0,4,447
16-119-026,755,376,0,376,0,1,375
16-119-027,680,345,0,344,-1,4,340
16-119-028,1129,771,0,768,-3,8,760
16-119-029,788,445,1,443,-2,2,441
16-119-030,991,559,0,558,-1,3,555
16-119-031,792,433,0,433,0,0,433
16-119-032,843,563,0,563,0,4,559
16-119-033,726,460,0,460,0,0,460
16-119-034,701,439,0,439,0,0,439
16-119-035,854,460,0,460,0,4,456
16-119-036,808,442,0,442,0,3,439
16-119-037,854,554,0,554,0,1,553
16-119-038,868,542,0,542,0,5,537
16-119-039,727,316,0,314,-2,4,310
16-119-040,1164,691,0,691,0,5,686
16-119-041,1160,619,0,619,0,2,617
16-119-042,1135,626,0,625,-1,1,624
16-119-043,1166,683,0,683,0,6,677
16-119-044,902,510,0,508,-2,2,506
16-119-045,678,424,0,424,0,3,421
16-119-046,799,408,0,406,-2,4,402
16-119-047,803,548,0,548,0,2,546
16-119-048,991,524,0,524,0,1,523
16-119-049,609,254,0,254,0,5,249
16-119-050,805,389,0,389,0,3,386
16-119-051,907,425,0,425,0,5,420
16-119-052,823,427,0,427,0,3,424
16-119-053,689,319,0,319,0,2,317
16-119-054,1093,592,0,592,0,4,588
16-119-055,853,472,0,471,-1,3,468
16-119-056,699,422,0,422,0,6,416
16-119-057,956,535,0,535,0,1,534
16-119-058,796,501,0,501,0,2,499
16-119-059,807,503,0,502,-1,2,500
16-119-060,680,440,0,440,0,1,439
16-119-061,837,403,0,403,0,0,403
16-119-062,1148,690,0,690,0,6,684
16-119-063,1008,514,0,514,0,4,510
16-119-064,1018,496,0,496,0,2,494
16-119-065,932,419,0,419,0,1,418
16-119-066,899,474,0,474,0,1,473
16-119-067,899,469,0,469,0,2,467
16-119-068,953,531,0,531,0,2,529
16-119-069,981,473,0,473,0,2,471
16-119-070,972,627,0,627,0,4,623
16-119-071,1159,770,0,770,0,2,768
16-119-072,832,386,0,386,0,6,380
16-119-073,1079,732,0,732,0,4,728
16-119-074,1046,726,0,727,1,16,711
16-119-075,1092,619,0,619,0,3,616
16-119-076,596,271,0,270,-1,11,259
16-119-077,581,251,0,249,-2,1,248
16-119-078,616,360,0,360,0,1,359
16-119-079,1125,679,0,678,-1,4,674
16-119-080,975,517,0,516,-1,2,514
16-119-081,1196,536,0,535,-1,3,532
16-119-082,864,466,0,466,0,3,463
16-119-083,638,255,0,255,0,5,250
16-119-084,1132,650,0,650,0,6,644
16-119-085,1012,613,0,613,0,1,612
16-119-086,1065,428,0,428,0,2,426
16-119-087,830,507,0,507,0,4,503
16-119-088,871,493,1,491,-2,8,483
16-119-089,1019,595,0,594,-1,4,590
16-119-090,1032,555,0,555,0,1,554
16-119-091,1186,612,0,612,0,2,610
16-119-092,825,386,0,386,0,1,385
16-119-093,1315,848,0,848,0,7,841
16-119-094,1199,803,0,803,0,8,795
16-119-095,954,544,0,544,0,3,541
16-119-096,1149,711,0,709,-2,4,705
16-119-097,847,495,0,495,0,4,491
16-119-098,819,472,0,472,0,7,465
16-119-099,1000,603,0,603,0,7,596
16-119-100,665,329,0,329,0,1,328
16-119-101,1090,595,1,594,-1,2,592
16-120-001,692,505,0,503,-2,20,483
16-120-002,174,123,0,123,0,5,118
16-121-001,690,423,0,423,0,6,417
16-121-002,811,517,0,517,0,19,498
16-122-001,875,518,0,518,0,21,497
16-123-001,663,486,0,485,-1,7,478
16-124-001,767,471,0,467,-4,8,459
16-124-002,1011,696,0,694,-2,18,676
16-125-001,715,507,0,507,0,17,490
16-125-002,730,502,0,500,-2,22,478
16-126-001,619,449,0,448,-1,14,434
16-127-001,550,341,0,341,0,7,334
16-128-001,785,516,0,516,0,4,512
16-128-002,970,681,0,681,0,10,671
16-128-003,341,227,0,227,0,8,219
16-129-001,736,436,0,435,-1,19,416
16-129-002,690,419,0,417,-2,22,395
16-129-003,736,476,0,476,0,22,454
16-129-004,743,487,0,487,0,19,468
16-129-005,752,498,0,497,-1,10,487
16-130-001,1097,735,0,734,-1,4,730
16-130-002,991,655,0,651,-4,9,642
16-131-001,710,469,0,468,-1,10,458
16-131-002,735,525,0,519,-6,12,507
16-132-001,665,445,0,445,0,8,437
16-133-001,713,389,0,389,0,6,383
16-133-002,692,390,0,390,0,2,388
16-133-003,802,453,0,453,0,6,447
16-133-004,909,480,0,480,0,1,479
16-134-001,616,481,0,480,-1,24,456
16-135-001,824,372,0,372,0,5,367
16-135-002,687,303,0,303,0,6,297
16-136-001,881,449,0,449,0,5,444
16-136-002,1043,542,0,542,0,7,535
16-136-003,1112,439,0,439,0,3,436
16-136-004,743,244,0,243,-1,2,241
16-136-005,1084,381,0,381,0,8,373
16-136-006,706,398,0,398,0,7,391
16-137-001,838,427,0,427,0,11,416
16-138-001,803,458,0,444,-14,10,434
16-138-002,792,400,0,400,0,7,393
16-139-001,805,530,0,530,0,6,524
16-139-002,716,501,0,500,-1,16,484
16-140-001,539,349,0,348,-1,10,338
16-141-001,222,138,0,138,0,5,133
16-142-001,1003,636,0,634,-2,18,616
16-142-002,1039,642,0,640,-2,27,613
16-143-001,959,629,0,629,0,7,622
16-143-002,1193,711,0,711,0,29,682
16-144-001,621,421,0,421,0,16,405
16-144-002,679,424,0,424,0,13,411
16-145-001,358,234,0,234,0,12,222
16-146-001,637,377,1,377,0,12,365
16-146-002,536,326,0,326,0,5,321
16-147-001,436,307,0,307,0,3,304
16-148-001,734,504,0,504,0,11,493
16-148-002,745,493,0,493,0,14,479
16-149-001,649,490,0,490,0,16,474
16-150-001,900,530,0,529,-1,24,505
16-151-001,726,454,0,454,0,10,444
16-151-002,889,516,0,516,0,6,510
16-151-003,621,424,0,421,-3,8,413
16-152-001,561,306,0,306,0,3,303
16-153-001,798,625,0,621,-4,24,597
16-154-001,598,341,0,341,0,12,329
16-155-001,683,445,0,445,0,5,440
16-155-002,631,434,0,432,-2,6,426
16-156-001,619,441,0,442,1,18,424
16-156-002,668,483,0,483,0,6,477
16-157-001,687,370,0,370,0,9,361
16-157-002,659,305,0,305,0,5,300
16-157-003,630,282,3,280,-2,1,279
16-158-001,620,404,0,404,0,4,400
16-158-002,627,383,0,383,0,9,374
16-159-001,1091,712,0,711,-1,15,696
16-160-001,620,438,0,438,0,9,429
16-160-002,822,528,0,528,0,7,521
16-160-003,749,421,0,421,0,10,411
16-160-004,643,402,0,402,0,4,398
16-160-005,780,485,0,485,0,12,473
16-161-001,1076,632,0,631,-1,12,619
16-162-001,114,99,0,99,0,10,89
16-163-001,816,555,0,555,0,28,527
16-164-001,914,661,0,661,0,24,637
16-165-001,528,329,0,329,0,7,322
16-166-001,1140,770,0,769,-1,9,760
16-167-001,639,354,0,354,0,14,340
16-168-001,283,197,0,197,0,4,193
16-169-001,890,621,0,621,0,8,613
16-170-001,541,283,0,283,0,3,280
16-170-002,567,263,0,263,0,4,259
16-171-001,811,471,0,471,0,10,461
16-171-002,616,391,0,391,0,8,383
16-171-003,651,393,0,393,0,13,380
16-172-001,415,274,0,274,0,4,270
16-173-001,335,217,0,217,0,3,214
16-174-001,312,232,0,232,0,4,228
16-175-001,571,303,0,301,-2,12,289
16-176-001,600,464,1,462,-2,5,457
16-176-002,825,554,0,554,0,13,541
16-177-001,235,180,0,180,0,6,174
16-178-001,313,222,0,222,0,8,214
16-179-001,583,387,0,387,0,8,379
16-179-002,607,388,0,388,0,7,381
16-180-001,765,491,0,491,0,23,468
16-181-001,916,431,0,431,0,11,420
16-181-002,927,537,0,537,0,17,520
16-182-001,296,224,1,224,0,3,221
16-183-001,554,421,0,421,0,9,412
16-184-001,783,518,0,518,0,16,502
16-185-001,910,416,0,416,0,6,410
16-186-001,508,342,0,340,-2,13,327
16-187-001,1015,602,0,602,0,18,584
16-188-001,713,327,0,325,-2,11,314
16-188-002,641,358,0,358,0,10,348
16-189-001,744,268,0,268,0,5,263
16-189-002,725,232,0,232,0,5,227
16-190-001,194,149,0,149,0,1,148
16-191-001,530,327,2,323,-4,8,315
16-191-002,540,367,0,367,0,9,358
16-191-003,557,372,0,371,-1,10,361
16-192-001,517,292,0,291,-1,5,286
16-192-002,676,399,0,399,0,10,389
16-192-003,736,416,0,415,-1,18,397
16-192-004,110,70,0,70,0,6,64
16-193-001,717,468,0,467,-1,4,463
16-193-002,655,378,0,377,-1,1,376
16-193-003,364,250,0,250,0,4,246
16-193-004,101,68,0,68,0,3,65
16-194-001,561,353,0,353,0,12,341
16-194-002,637,455,0,455,0,29,426
16-195-001,707,422,0,422,0,5,417
16-196-001,606,379,0,378,-1,4,374
16-197-001,886,550,0,550,0,5,545
16-197-002,975,551,0,549,-2,5,544
16-197-003,790,458,0,456,-2,9,447
16-197-004,954,560,0,559,-1,6,553
16-197-005,338,126,0,126,0,2,124
16-197-006,200,107,0,107,0,4,103
16-198-001,506,363,0,363,0,11,352
16-199-001,577,341,0,341,0,14,327
